"",177,577,800,1504,1507,1509,1530,1541,1553,1555,1556,1561,1562,1563,1570,1574,1579,1580,1582,1590,1595,598,802,1534,1558,801,1506
177,0,29,29,24,29,29,29,29,24,29,29,29,29,24,29,24,21,29,29,29,29,0,0,0,0,0,0
577,29,0,29,0,0,0,0,0,0,0,29,29,0,0,0,0,29,0,0,24,29,29,29,29,30,0,0
800,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29,0,29,0,0,29,0,0
1504,24,0,0,0,29,0,29,29,24,29,0,0,0,32,29,29,24,29,0,29,0,0,0,0,0,0,0
1507,29,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0,0,0,0,0
1509,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,30,18,29,0,0,0,0,0,0,0
1530,29,0,0,29,29,0,0,0,0,29,0,0,0,29,0,29,29,29,0,0,0,0,0,0,0,0,0
1541,29,0,0,29,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
1553,24,0,0,24,0,0,0,0,0,29,31,0,0,31,29,0,24,0,0,0,0,0,0,0,0,0,0
1555,29,0,0,29,0,0,29,29,29,0,0,0,0,29,29,29,29,0,0,0,0,0,0,0,0,0,0
1556,29,29,0,0,0,0,0,0,31,0,0,23,29,0,23,0,0,12,0,29,11,29,29,0,29,0,0
1561,29,29,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,18,23,29,29,0,29,0,0
1562,29,0,0,0,0,29,0,0,0,0,29,0,0,0,29,0,17,0,23,0,29,0,0,0,0,23,23
1563,24,0,0,32,0,0,29,0,31,29,0,0,0,0,0,29,24,0,0,0,0,0,0,0,0,0,0
1570,29,0,0,29,0,0,0,29,29,29,23,23,29,0,0,0,0,0,0,0,23,0,0,0,0,0,0
1574,24,0,0,29,0,0,29,0,0,29,0,0,0,29,0,0,24,0,0,0,0,0,0,0,0,0,0
1579,21,29,0,24,29,29,29,0,24,29,0,0,17,24,0,24,0,29,0,29,0,0,0,0,0,0,0
1580,29,0,12,29,0,30,29,0,0,0,12,0,0,0,0,0,29,0,0,29,12,0,0,0,0,0,0
1582,29,0,0,0,0,18,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,16,17
1590,29,24,29,29,21,29,0,0,0,0,29,18,0,0,0,0,29,29,0,0,29,29,16,17,29,0,0
1595,29,29,0,0,0,0,0,0,0,0,11,23,29,0,23,0,0,12,0,29,0,22,29,0,29,0,0
598,0,29,29,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,29,22,0,29,0,29,0,0
802,0,29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,16,29,29,0,0,29,0,0
1534,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
1558,0,30,29,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,29,29,29,29,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0,0,29
1506,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,17,0,0,0,0,0,0,29,0
